Customer_ID,City,Region,Income_Band,Credit_Score,Customer_Segment
CUST10152,Kolkata,East,Low,,Affluent
CUST10153,Mumbai,West,Low,,Mass
CUST10154,Kolkata,East,High,,Mass
CUST10155,Mumbai,West,Medium,,Mass
CUST10156,Delhi NCR,North,Low,,Affluent
CUST10157,Mumbai,West,Medium,,Affluent
CUST10158,Bangalore,South,Low,,Premium
CUST10159,Bangalore,South,High,,Mass
CUST10160,Kolkata,East,Medium,,Affluent
CUST10161,Delhi NCR,North,High,,Mass
CUST10162,Kolkata,East,Low,,Mass
CUST10163,Pune,West,Low,,Premium
CUST10164,Hyderabad,South,High,,Affluent
CUST10165,Delhi NCR,North,Medium,,Mass
CUST10166,Kolkata,East,Medium,,Mass
CUST10167,Mumbai,West,Medium,,Affluent
CUST10168,Kolkata,East,Medium,,Mass
CUST10169,Kolkata,East,Low,,Mass
CUST10170,Kolkata,East,Low,,Mass
CUST10171,Pune,West,High,814.0,Affluent
CUST10172,Hyderabad,South,High,750.0,Mass
CUST10173,Hyderabad,South,Low,681.0,Mass
CUST10174,Pune,West,Low,697.0,Mass
CUST10175,Kolkata,East,Low,610.0,Mass
CUST10176,Kolkata,East,Medium,724.0,Affluent
CUST10177,Pune,West,Low,560.0,Mass
CUST10178,Kolkata,East,Low,694.0,Affluent
CUST10179,Bangalore,South,Low,582.0,Affluent
CUST10180,Delhi NCR,North,Low,619.0,Premium
CUST10181,Pune,West,High,845.0,Mass
CUST10182,Hyderabad,South,Low,655.0,Premium
CUST10183,Mumbai,West,High,813.0,Affluent
CUST10184,Bangalore,South,Medium,751.0,Mass
CUST10185,Mumbai,West,Medium,732.0,Mass
CUST10186,Kolkata,East,Low,559.0,Mass
CUST10187,Kolkata,East,Low,621.0,Mass
CUST10188,Delhi NCR,North,Medium,740.0,Mass
CUST10189,Kolkata,East,Medium,694.0,Mass
CUST10190,Mumbai,West,Medium,747.0,Mass
CUST10191,Kolkata,East,Low,703.0,Mass
CUST10192,Hyderabad,South,High,831.0,Premium
CUST10193,Pune,West,Low,687.0,Mass
CUST10194,Delhi NCR,North,Low,637.0,Mass
CUST10195,Delhi NCR,North,High,772.0,Mass
CUST10196,Kolkata,East,Medium,738.0,Affluent
CUST10197,Bangalore,South,Medium,658.0,Mass
CUST10198,Delhi NCR,North,High,754.0,Affluent
CUST10199,Kolkata,East,Low,677.0,Affluent
CUST10200,Mumbai,West,Medium,683.0,Mass
CUST10201,Kolkata,East,Low,554.0,Affluent
CUST10202,Delhi NCR,North,Medium,723.0,Affluent
CUST10203,Bangalore,South,Medium,704.0,Affluent
CUST10204,Bangalore,South,Low,714.0,Affluent
CUST10205,Bangalore,South,Medium,657.0,Affluent
CUST10206,Pune,West,Low,581.0,Premium
CUST10207,Kolkata,East,Medium,759.0,Affluent
CUST10208,Hyderabad,South,High,828.0,Affluent
CUST10209,Hyderabad,South,Medium,715.0,Premium
CUST10210,Hyderabad,South,Medium,663.0,Affluent
CUST10211,Pune,West,High,735.0,Mass
CUST10212,Bangalore,South,Low,614.0,Mass
CUST10213,Delhi NCR,North,Medium,694.0,Affluent
CUST10214,Hyderabad,South,Low,689.0,Mass
CUST10215,Hyderabad,South,Medium,738.0,Mass
CUST10216,Pune,West,Low,622.0,Affluent
CUST10217,Delhi NCR,North,Low,607.0,Mass
CUST10218,Kolkata,East,Low,642.0,Mass
CUST10219,Hyderabad,South,Medium,766.0,Affluent
CUST10220,Hyderabad,South,Low,636.0,Mass
CUST10221,Mumbai,West,Low,683.0,Mass
CUST10222,Kolkata,East,High,745.0,Mass
CUST10223,Bangalore,South,Medium,658.0,Mass
CUST10224,Delhi NCR,North,Medium,708.0,Mass
CUST10225,Kolkata,East,High,845.0,Affluent
CUST10226,Kolkata,East,High,765.0,Affluent
CUST10227,Mumbai,West,Medium,723.0,Affluent
CUST10228,Hyderabad,South,Low,700.0,Affluent
CUST10229,Kolkata,East,Low,702.0,Affluent
CUST10230,Bangalore,South,Medium,748.0,Mass
CUST10231,Kolkata,East,Medium,712.0,Affluent
CUST10232,Pune,West,Medium,711.0,Mass
CUST10233,Delhi NCR,North,Medium,731.0,Mass
CUST10234,Bangalore,South,Medium,771.0,Affluent
CUST10235,Kolkata,East,High,833.0,Mass
CUST10236,Pune,West,Medium,667.0,Affluent
CUST10237,Kolkata,East,High,831.0,Mass
CUST10238,Delhi NCR,North,Medium,670.0,Affluent
CUST10239,Delhi NCR,North,High,794.0,Mass
CUST10240,Pune,West,Low,584.0,Affluent
CUST10241,Pune,West,High,805.0,Mass
CUST10242,Pune,West,Medium,735.0,Mass
CUST10243,Pune,West,Low,667.0,Affluent
CUST10244,Delhi NCR,North,Medium,685.0,Mass
CUST10245,Hyderabad,South,Medium,747.0,Mass
CUST10246,Bangalore,South,Low,709.0,Premium
CUST10247,Hyderabad,South,Medium,772.0,Mass
CUST10248,Kolkata,East,Medium,684.0,Mass
CUST10249,Mumbai,West,Low,581.0,Affluent
CUST10250,Mumbai,West,Medium,715.0,Mass
CUST10251,Delhi NCR,North,Medium,756.0,Mass
CUST10252,Kolkata,East,Low,571.0,Mass
CUST10253,Bangalore,South,Medium,677.0,Mass
CUST10254,Bangalore,South,High,730.0,Affluent
CUST10255,Kolkata,East,Medium,653.0,Mass
CUST10256,Pune,West,Medium,717.0,Mass
CUST10257,Pune,West,High,843.0,Mass
CUST10258,Delhi NCR,North,Low,673.0,Affluent
CUST10259,Pune,West,High,820.0,Mass
CUST10260,Hyderabad,South,Low,708.0,Affluent
CUST10261,Bangalore,South,High,731.0,Mass
CUST10262,Bangalore,South,Low,668.0,Mass
CUST10263,Delhi NCR,North,Medium,705.0,Mass
CUST10264,Bangalore,South,Low,633.0,Premium
CUST10265,Delhi NCR,North,High,834.0,Mass
CUST10266,Pune,West,Medium,714.0,Mass
CUST10267,Pune,West,Medium,735.0,Mass
CUST10268,Kolkata,East,High,772.0,Mass
CUST10269,Pune,West,Low,715.0,Mass
CUST10270,Kolkata,East,Medium,650.0,Mass
CUST10271,Hyderabad,South,High,766.0,Mass
CUST10272,Kolkata,East,Low,571.0,Affluent
CUST10273,Pune,West,High,843.0,Mass
CUST10274,Bangalore,South,High,825.0,Mass
CUST10275,Kolkata,East,Medium,719.0,Affluent
CUST10276,Hyderabad,South,Low,573.0,Affluent
CUST10277,Hyderabad,South,Low,624.0,Premium
CUST10278,Delhi NCR,North,Low,718.0,Mass
CUST10279,Delhi NCR,North,Medium,705.0,Affluent
CUST10280,Delhi NCR,North,Low,696.0,Mass
CUST10281,Bangalore,South,Medium,733.0,Affluent
CUST10282,Kolkata,East,Medium,747.0,Affluent
CUST10283,Hyderabad,South,Low,671.0,Affluent
CUST10284,Kolkata,East,Medium,777.0,Affluent
CUST10285,Delhi NCR,North,Medium,726.0,Mass
CUST10286,Hyderabad,South,High,826.0,Mass
CUST10287,Pune,West,Medium,696.0,Premium
CUST10288,Pune,West,Low,713.0,Mass
CUST10289,Kolkata,East,Low,610.0,Mass
CUST10290,Mumbai,West,Medium,762.0,Mass
CUST10291,Bangalore,South,Low,607.0,Mass
CUST10292,Kolkata,East,High,801.0,Mass
CUST10293,Mumbai,West,Medium,750.0,Affluent
CUST10294,Hyderabad,South,Low,716.0,Mass
CUST10295,Hyderabad,South,Low,580.0,Mass
CUST10296,Mumbai,West,Low,616.0,Mass
CUST10297,Mumbai,West,Medium,664.0,Mass
CUST10298,Bangalore,South,High,743.0,Mass
CUST10299,Delhi NCR,North,Medium,700.0,Mass
CUST10300,Pune,West,Medium,713.0,Affluent
CUST10301,Kolkata,East,Medium,773.0,Premium
CUST10302,Pune,West,High,801.0,Affluent
CUST10303,Kolkata,East,Medium,767.0,Mass
CUST10304,Hyderabad,South,Medium,726.0,Mass
CUST10305,Kolkata,East,Medium,659.0,Affluent
CUST10306,Hyderabad,South,Low,700.0,Mass
CUST10307,Kolkata,East,Low,574.0,Affluent
CUST10308,Bangalore,South,Low,672.0,Mass
CUST10309,Mumbai,West,Low,613.0,Mass
CUST10310,Delhi NCR,North,Medium,704.0,Affluent
CUST10311,Delhi NCR,North,Low,670.0,Mass
CUST10312,Bangalore,South,Medium,713.0,Mass
CUST10313,Hyderabad,South,Medium,723.0,Affluent
CUST10314,Mumbai,West,Low,584.0,Mass
CUST10315,Pune,West,Medium,718.0,Mass
CUST10316,Delhi NCR,North,Medium,666.0,Affluent
CUST10317,Pune,West,Medium,671.0,Affluent
CUST10318,Hyderabad,South,Medium,743.0,Premium
CUST10319,Bangalore,South,Medium,706.0,Mass
CUST10320,Pune,West,Low,689.0,Affluent
CUST10321,Bangalore,South,Medium,761.0,Affluent
CUST10322,Delhi NCR,North,Low,587.0,Affluent
CUST10323,Kolkata,East,Medium,707.0,Affluent
CUST10324,Delhi NCR,North,Low,662.0,Mass
CUST10325,Kolkata,East,Medium,699.0,Mass
CUST10326,Bangalore,South,High,824.0,Mass
CUST10327,Bangalore,South,Medium,729.0,Mass
CUST10328,Pune,West,Medium,742.0,Mass
CUST10329,Bangalore,South,Low,683.0,Affluent
CUST10330,Delhi NCR,North,Low,581.0,Mass
CUST10331,Kolkata,East,High,732.0,Affluent
CUST10332,Kolkata,East,Medium,772.0,Premium
CUST10333,Bangalore,South,Medium,739.0,Mass
CUST10334,Mumbai,West,Medium,678.0,Mass
CUST10335,Pune,West,Low,577.0,Mass
CUST10336,Mumbai,West,Medium,757.0,Affluent
CUST10337,Hyderabad,South,Medium,716.0,Affluent
CUST10338,Bangalore,South,Medium,704.0,Mass
CUST10339,Hyderabad,South,Medium,759.0,Affluent
CUST10340,Hyderabad,South,Low,712.0,Mass
CUST10341,Bangalore,South,Low,606.0,Mass
CUST10342,Delhi NCR,North,Low,620.0,Mass
CUST10343,Pune,West,Medium,700.0,Premium
CUST10344,Hyderabad,South,Medium,689.0,Affluent
CUST10345,Pune,West,Medium,778.0,Affluent
CUST10346,Mumbai,West,Medium,650.0,Mass
CUST10347,Delhi NCR,North,Low,690.0,Mass
CUST10348,Pune,West,Medium,730.0,Mass
CUST10349,Mumbai,West,Low,703.0,Mass
CUST10350,Bangalore,South,Low,550.0,Premium
CUST10351,Bangalore,South,Medium,656.0,Affluent
CUST10352,Kolkata,East,Medium,759.0,Premium
CUST10353,Delhi NCR,North,Medium,774.0,Mass
CUST10354,Hyderabad,South,Low,646.0,Premium
CUST10355,Mumbai,West,Medium,731.0,Affluent
CUST10356,Kolkata,East,Low,662.0,Mass
CUST10357,Bangalore,South,Medium,749.0,Affluent
CUST10358,Hyderabad,South,Low,715.0,Affluent
CUST10359,Kolkata,East,Medium,726.0,Mass
CUST10360,Kolkata,East,Medium,738.0,Affluent
CUST10361,Pune,West,High,782.0,Mass
CUST10362,Mumbai,West,Medium,714.0,Affluent
CUST10363,Bangalore,South,Low,703.0,Affluent
CUST10364,Hyderabad,South,Low,694.0,Mass
CUST10365,Bangalore,South,Low,672.0,Mass
CUST10366,Hyderabad,South,Medium,690.0,Mass
CUST10367,Mumbai,West,Low,681.0,Mass
CUST10368,Hyderabad,South,Medium,668.0,Mass
CUST10369,Kolkata,East,Low,694.0,Mass
CUST10370,Kolkata,East,Medium,706.0,Mass
CUST10371,Delhi NCR,North,Medium,660.0,Affluent
CUST10372,Pune,West,Medium,732.0,Premium
CUST10373,Kolkata,East,Low,579.0,Mass
CUST10374,Hyderabad,South,Low,643.0,Mass
CUST10375,Bangalore,South,Low,567.0,Affluent
CUST10376,Kolkata,East,Low,597.0,Mass
CUST10377,Bangalore,South,Medium,770.0,Affluent
CUST10378,Mumbai,West,High,779.0,Mass
CUST10379,Delhi NCR,North,High,824.0,Premium
CUST10380,Bangalore,South,Low,599.0,Mass
CUST10381,Pune,West,Low,630.0,Premium
CUST10382,Kolkata,East,Medium,751.0,Mass
CUST10383,Delhi NCR,North,Medium,680.0,Affluent
CUST10384,Kolkata,East,Medium,775.0,Mass
CUST10385,Kolkata,East,Medium,770.0,Affluent
CUST10386,Kolkata,East,Medium,771.0,Mass
CUST10387,Delhi NCR,North,Medium,713.0,Premium
CUST10388,Mumbai,West,Medium,706.0,Mass
CUST10389,Kolkata,East,Medium,713.0,Mass
CUST10390,Hyderabad,South,High,847.0,Mass
CUST10391,Pune,West,Medium,733.0,Mass
CUST10392,Bangalore,South,High,734.0,Affluent
CUST10393,Pune,West,Medium,743.0,Mass
CUST10394,Pune,West,Low,703.0,Affluent
CUST10395,Hyderabad,South,Low,556.0,Affluent
CUST10396,Pune,West,Low,706.0,Premium
CUST10397,Delhi NCR,North,Medium,687.0,Affluent
CUST10398,Hyderabad,South,Low,590.0,Mass
CUST10399,Bangalore,South,Low,635.0,Mass
CUST10400,Kolkata,East,Low,639.0,Mass
CUST10401,Hyderabad,South,Medium,763.0,Mass
CUST10402,Bangalore,South,Low,663.0,Mass
CUST10403,Delhi NCR,North,Low,691.0,Affluent
CUST10404,Mumbai,West,Medium,767.0,Mass
CUST10405,Pune,West,Low,678.0,Mass
CUST10406,Bangalore,South,Low,630.0,Mass
CUST10407,Delhi NCR,North,Medium,743.0,Affluent
CUST10408,Delhi NCR,North,Medium,772.0,Mass
CUST10409,Delhi NCR,North,Medium,744.0,Mass
CUST10410,Mumbai,West,Medium,656.0,Affluent
CUST10411,Bangalore,South,Low,561.0,Mass
CUST10412,Hyderabad,South,Medium,666.0,Mass
CUST10413,Delhi NCR,North,Medium,712.0,Mass
CUST10414,Kolkata,East,Medium,696.0,Mass
CUST10415,Hyderabad,South,High,805.0,Mass
CUST10416,Delhi NCR,North,Medium,689.0,Affluent
CUST10417,Mumbai,West,Low,696.0,Premium
CUST10418,Delhi NCR,North,Low,576.0,Mass
CUST10419,Hyderabad,South,Low,659.0,Affluent
CUST10420,Pune,West,Low,685.0,Mass
CUST10421,Bangalore,South,Medium,716.0,Mass
CUST10422,Pune,West,High,828.0,Mass
CUST10423,Kolkata,East,High,761.0,Mass
CUST10424,Delhi NCR,North,Medium,755.0,Mass
CUST10425,Mumbai,West,High,815.0,Mass
CUST10426,Bangalore,South,Medium,712.0,Mass
CUST10427,Pune,West,High,794.0,Affluent
CUST10428,Mumbai,West,High,833.0,Mass
CUST10429,Hyderabad,South,High,723.0,Mass
CUST10430,Bangalore,South,Low,686.0,Mass
CUST10431,Pune,West,Medium,666.0,Mass
CUST10432,Mumbai,West,Medium,733.0,Premium
CUST10433,Kolkata,East,Medium,774.0,Mass
CUST10434,Kolkata,East,Low,670.0,Mass
CUST10435,Pune,West,Low,589.0,Mass
CUST10436,Bangalore,South,High,793.0,Mass
CUST10437,Mumbai,West,Low,627.0,Affluent
CUST10438,Kolkata,East,Low,553.0,Mass
CUST10439,Kolkata,East,Medium,679.0,Mass
CUST10440,Mumbai,West,Low,647.0,Mass
CUST10441,Hyderabad,South,Low,554.0,Affluent
CUST10442,Pune,West,Low,641.0,Affluent
CUST10443,Mumbai,West,Low,629.0,Affluent
CUST10444,Bangalore,South,Medium,685.0,Mass
CUST10445,Delhi NCR,North,Medium,659.0,Mass
CUST10446,Pune,West,Low,628.0,Affluent
CUST10447,Kolkata,East,Low,639.0,Mass
CUST10448,Pune,West,Medium,779.0,Affluent
CUST10449,Mumbai,West,High,820.0,Mass
CUST10450,Delhi NCR,North,Medium,774.0,Mass
CUST10451,Delhi NCR,North,High,803.0,Mass
CUST10452,Kolkata,East,High,729.0,Mass
CUST10453,Kolkata,East,Medium,666.0,Mass
CUST10454,Bangalore,South,High,786.0,Affluent
CUST10455,Bangalore,South,Medium,754.0,Affluent
CUST10456,Hyderabad,South,Medium,659.0,Affluent
CUST10457,Mumbai,West,Medium,704.0,Mass
CUST10458,Kolkata,East,High,724.0,Affluent
CUST10459,Bangalore,South,Medium,756.0,Affluent
CUST10460,Hyderabad,South,Medium,676.0,Affluent
CUST10461,Bangalore,South,Low,578.0,Mass
CUST10462,Pune,West,Medium,778.0,Mass
CUST10463,Hyderabad,South,Low,553.0,Mass
CUST10464,Kolkata,East,Medium,751.0,Mass
CUST10465,Hyderabad,South,High,746.0,Premium
CUST10466,Delhi NCR,North,High,795.0,Mass
CUST10467,Hyderabad,South,Medium,674.0,Affluent
CUST10468,Bangalore,South,Low,633.0,Mass
CUST10469,Bangalore,South,High,759.0,Mass
CUST10470,Bangalore,South,Medium,739.0,Mass
CUST10471,Delhi NCR,North,Medium,753.0,Mass
CUST10472,Kolkata,East,Medium,691.0,Mass
CUST10473,Kolkata,East,Low,713.0,Mass
CUST10474,Kolkata,East,High,813.0,Mass
CUST10475,Mumbai,West,Medium,779.0,Affluent
CUST10476,Kolkata,East,Medium,709.0,Mass
CUST10477,Pune,West,Low,676.0,Affluent
CUST10478,Mumbai,West,High,791.0,Mass
CUST10479,Delhi NCR,North,Low,571.0,Premium
CUST10480,Bangalore,South,High,834.0,Affluent
CUST10481,Mumbai,West,High,787.0,Mass
CUST10482,Bangalore,South,Medium,760.0,Mass
CUST10483,Bangalore,South,Low,718.0,Mass
CUST10484,Kolkata,East,Medium,756.0,Mass
CUST10485,Pune,West,Medium,744.0,Affluent
CUST10486,Bangalore,South,Low,696.0,Affluent
CUST10487,Mumbai,West,High,838.0,Premium
CUST10488,Kolkata,East,Low,674.0,Mass
CUST10489,Hyderabad,South,Low,690.0,Affluent
CUST10490,Delhi NCR,North,Medium,733.0,Mass
CUST10491,Pune,West,Low,671.0,Affluent
CUST10492,Pune,West,Medium,774.0,Affluent
CUST10493,Bangalore,South,Medium,761.0,Mass
CUST10494,Bangalore,South,High,720.0,Affluent
CUST10495,Delhi NCR,North,Medium,740.0,Mass
CUST10496,Delhi NCR,North,Low,637.0,Mass
CUST10497,Hyderabad,South,Low,660.0,Mass
CUST10498,Pune,West,Low,686.0,Mass
CUST10499,Bangalore,South,High,812.0,Affluent
CUST10500,Bangalore,South,Low,720.0,Mass
CUST10501,Bangalore,South,Low,710.0,Mass
CUST10502,Bangalore,South,Medium,736.0,Affluent
CUST10503,Mumbai,West,Low,678.0,Premium
CUST10504,Pune,West,Low,715.0,Premium
CUST10505,Kolkata,East,High,832.0,Affluent
CUST10506,Delhi NCR,North,Medium,698.0,Mass
CUST10507,Delhi NCR,North,Low,597.0,Affluent
CUST10508,Pune,West,Medium,676.0,Mass
CUST10509,Pune,West,Medium,770.0,Mass
CUST10510,Delhi NCR,North,Medium,754.0,Mass
CUST10511,Delhi NCR,North,Medium,759.0,Premium
CUST10512,Hyderabad,South,Low,635.0,Affluent
CUST10513,Kolkata,East,Medium,724.0,Affluent
CUST10514,Hyderabad,South,Medium,767.0,Mass
CUST10515,Bangalore,South,Medium,724.0,Mass
CUST10516,Bangalore,South,Medium,668.0,Mass
CUST10517,Delhi NCR,North,Medium,776.0,Mass
CUST10518,Delhi NCR,North,High,823.0,Affluent
CUST10519,Hyderabad,South,Medium,651.0,Affluent
CUST10520,Pune,West,Low,658.0,Mass
CUST10521,Hyderabad,South,Medium,697.0,Mass
CUST10522,Mumbai,West,Low,602.0,Mass
CUST10523,Mumbai,West,Medium,737.0,Mass
CUST10524,Delhi NCR,North,Low,691.0,Premium
CUST10525,Pune,West,Medium,676.0,Mass
CUST10526,Pune,West,Low,574.0,Premium
CUST10527,Kolkata,East,Low,621.0,Mass
CUST10528,Kolkata,East,High,828.0,Mass
CUST10529,Delhi NCR,North,Medium,706.0,Affluent
CUST10530,Kolkata,East,Medium,743.0,Affluent
CUST10531,Delhi NCR,North,Low,611.0,Mass
CUST10532,Kolkata,East,Medium,742.0,Premium
CUST10533,Hyderabad,South,Low,631.0,Affluent
CUST10534,Kolkata,East,High,816.0,Mass
CUST10535,Hyderabad,South,Low,596.0,Mass
CUST10536,Delhi NCR,North,Medium,724.0,Mass
CUST10537,Hyderabad,South,Low,717.0,Mass
CUST10538,Delhi NCR,North,High,846.0,Mass
CUST10539,Kolkata,East,Medium,736.0,Mass
CUST10540,Mumbai,West,Medium,687.0,Mass
CUST10541,Hyderabad,South,High,782.0,Mass
CUST10542,Bangalore,South,Low,566.0,Mass
CUST10543,Mumbai,West,Medium,732.0,Mass
CUST10544,Hyderabad,South,High,847.0,Affluent
CUST10545,Pune,West,Low,707.0,Mass
CUST10546,Kolkata,East,Low,706.0,Mass
CUST10547,Hyderabad,South,Medium,758.0,Mass
