,Customer_ID,City,Region,Income_Band,Credit_Score,Customer_Segment
50,CUST10050,Delhi NCR,West,High,849.0,Mass
51,CUST10051,Delhi NCR,South,Medium,758.0,Affluent
52,CUST10052,Delhi NCR,East,Medium,779.0,Mass
53,CUST10053,Delhi NCR,South,Low,628.0,Mass
54,CUST10054,Delhi NCR,West,Low,634.0,Mass
55,CUST10055,Delhi NCR,South,High,827.0,Premium
56,CUST10056,Delhi NCR,South,High,757.0,Mass
57,CUST10057,Delhi NCR,South,Low,590.0,Mass
58,CUST10058,Delhi NCR,East,High,756.0,Mass
59,CUST10059,Delhi NCR,East,High,845.0,Mass
60,CUST10060,Delhi NCR,East,Medium,780.0,Affluent
61,CUST10061,Delhi NCR,South,High,736.0,Mass
62,CUST10062,Delhi NCR,East,High,794.0,Mass
63,CUST10063,Delhi NCR,West,Medium,735.0,Mass
64,CUST10064,Delhi NCR,South,Low,565.0,Affluent
65,CUST10065,Delhi NCR,West,Medium,756.0,Mass
66,CUST10066,Delhi NCR,North,Low,694.0,Mass
67,CUST10067,Delhi NCR,South,High,751.0,Mass
68,CUST10068,Delhi NCR,South,Medium,715.0,Affluent
69,CUST10069,Delhi NCR,East,Medium,719.0,Affluent
70,CUST10070,Delhi NCR,West,Low,619.0,Mass
71,CUST10071,Delhi NCR,West,Medium,661.0,Mass
72,CUST10072,Delhi NCR,North,Low,581.0,Affluent
73,CUST10073,Delhi NCR,West,Medium,660.0,Mass
74,CUST10074,Delhi NCR,South,Medium,690.0,Affluent
75,CUST10075,Delhi NCR,East,Medium,695.0,Affluent
76,CUST10076,Delhi NCR,West,Medium,734.0,Affluent
77,CUST10077,Delhi NCR,West,Medium,702.0,Mass
78,CUST10078,Delhi NCR,West,Low,674.0,Premium
79,CUST10079,Delhi NCR,East,High,815.0,Mass
80,CUST10080,Delhi NCR,West,Medium,772.0,Affluent
81,CUST10081,Pune,West,Medium,711.0,Mass
82,CUST10082,Bangalore,South,Medium,813.0,Mass
83,CUST10083,Kolkata,East,Medium,782.0,Mass
84,CUST10084,Pune,West,Medium,665.0,Mass
85,CUST10085,Pune,West,Medium,586.0,Premium
86,CUST10086,Bangalore,South,Medium,760.0,Mass
87,CUST10087,Pune,West,Medium,802.0,Mass
88,CUST10088,Delhi NCR,North,Medium,677.0,Mass
89,CUST10089,Hyderabad,South,Medium,555.0,Mass
90,CUST10090,Bangalore,South,Medium,639.0,Premium
91,CUST10091,Hyderabad,South,Medium,795.0,Mass
92,CUST10092,Mumbai,West,Medium,651.0,Mass
93,CUST10093,Hyderabad,South,Medium,650.0,Mass
94,CUST10094,Hyderabad,South,Medium,664.0,Mass
95,CUST10095,Kolkata,East,Medium,839.0,Affluent
96,CUST10096,Mumbai,West,Medium,733.0,Mass
97,CUST10097,Mumbai,West,Medium,725.0,Affluent
98,CUST10098,Delhi NCR,North,Medium,726.0,Mass
99,CUST10099,Pune,West,Medium,711.0,Mass
100,CUST10100,Mumbai,West,Medium,768.0,Affluent
101,CUST10101,Hyderabad,South,Medium,662.0,Affluent
102,CUST10102,Mumbai,West,Medium,613.0,Mass
103,CUST10103,Mumbai,West,Medium,609.0,Premium
104,CUST10104,Kolkata,East,Medium,657.0,Mass
105,CUST10105,Bangalore,South,Medium,827.0,Mass
106,CUST10106,Mumbai,West,Medium,839.0,Mass
107,CUST10107,Kolkata,East,Medium,602.0,Affluent
108,CUST10108,Hyderabad,South,Medium,677.0,Mass
109,CUST10109,Bangalore,South,Medium,658.0,Affluent
110,CUST10110,Pune,West,Medium,736.0,Mass
111,CUST10111,Delhi NCR,North,Medium,670.0,Affluent
112,CUST10112,Delhi NCR,North,Medium,564.0,Mass
113,CUST10113,Pune,West,Medium,753.0,Mass
114,CUST10114,Bangalore,South,Medium,609.0,Mass
115,CUST10115,Pune,West,Medium,679.0,Mass
116,CUST10116,Pune,West,Medium,791.0,Premium
117,CUST10117,Delhi NCR,North,Medium,678.0,Affluent
118,CUST10118,Pune,West,Medium,653.0,Mass
119,CUST10119,Bangalore,South,Medium,658.0,Mass
120,CUST10120,Bangalore,South,Medium,707.0,Mass
121,CUST10121,Hyderabad,South,Medium,748.0,Mass
122,CUST10122,Bangalore,South,Medium,584.0,Affluent
123,CUST10123,Hyderabad,South,Medium,662.0,Mass
124,CUST10124,Mumbai,West,Medium,813.0,Mass
125,CUST10125,Hyderabad,South,Medium,590.0,Premium
126,CUST10126,Kolkata,East,Medium,822.0,Mass
127,CUST10127,Kolkata,East,Medium,724.0,Affluent
128,CUST10128,Mumbai,West,Medium,700.0,Mass
129,CUST10129,Kolkata,East,Medium,831.0,Premium
130,CUST10130,Pune,West,Medium,693.0,Premium
131,CUST10131,Hyderabad,South,Medium,701.0,Affluent
132,CUST10132,Bangalore,South,Medium,701.0,Mass
133,CUST10133,Bangalore,South,Medium,701.0,Mass
134,CUST10134,Hyderabad,South,High,701.0,Premium
135,CUST10135,Pune,West,High,701.0,Mass
136,CUST10136,Hyderabad,South,High,701.0,Mass
137,CUST10137,Delhi NCR,North,Low,701.0,Premium
138,CUST10138,Delhi NCR,North,Low,701.0,Affluent
139,CUST10139,Kolkata,East,Medium,701.0,Affluent
140,CUST10140,Hyderabad,South,Medium,701.0,Mass
141,CUST10141,Hyderabad,South,Medium,701.0,Mass
142,CUST10142,Mumbai,West,Low,701.0,Premium
143,CUST10143,Bangalore,South,Low,701.0,Affluent
144,CUST10144,Pune,West,Medium,701.0,Premium
145,CUST10145,Mumbai,West,Medium,701.0,Mass
146,CUST10146,Mumbai,West,Low,701.0,Affluent
147,CUST10147,Kolkata,East,Medium,701.0,Mass
148,CUST10148,Mumbai,West,Medium,701.0,Mass
149,CUST10149,Delhi NCR,North,Medium,701.0,Affluent
150,CUST10150,Kolkata,East,Medium,701.0,Premium
151,CUST10151,Delhi NCR,North,High,701.0,Mass
152,CUST10152,Kolkata,East,Low,701.0,Affluent
153,CUST10153,Mumbai,West,Low,701.0,Mass
154,CUST10154,Kolkata,East,High,701.0,Mass
155,CUST10155,Mumbai,West,Medium,701.0,Mass
156,CUST10156,Delhi NCR,North,Low,701.0,Affluent
157,CUST10157,Mumbai,West,Medium,701.0,Affluent
158,CUST10158,Bangalore,South,Low,701.0,Premium
159,CUST10159,Bangalore,South,High,701.0,Mass
160,CUST10160,Kolkata,East,Medium,701.0,Affluent
161,CUST10161,Delhi NCR,North,High,701.0,Mass
162,CUST10162,Kolkata,East,Low,701.0,Mass
163,CUST10163,Pune,West,Low,701.0,Premium
164,CUST10164,Hyderabad,South,High,701.0,Affluent
165,CUST10165,Delhi NCR,North,Medium,701.0,Mass
166,CUST10166,Kolkata,East,Medium,701.0,Mass
167,CUST10167,Mumbai,West,Medium,701.0,Affluent
168,CUST10168,Kolkata,East,Medium,701.0,Mass
169,CUST10169,Kolkata,East,Low,701.0,Mass
170,CUST10170,Kolkata,East,Low,701.0,Mass
171,CUST10171,Pune,West,High,814.0,Affluent
172,CUST10172,Hyderabad,South,High,750.0,Mass
173,CUST10173,Hyderabad,South,Low,681.0,Mass
174,CUST10174,Pune,West,Low,697.0,Mass
175,CUST10175,Kolkata,East,Low,610.0,Mass
176,CUST10176,Kolkata,East,Medium,724.0,Affluent
177,CUST10177,Pune,West,Low,560.0,Mass
178,CUST10178,Kolkata,East,Low,694.0,Affluent
179,CUST10179,Bangalore,South,Low,582.0,Affluent
180,CUST10180,Delhi NCR,North,Low,619.0,Premium
181,CUST10181,Pune,West,High,845.0,Mass
182,CUST10182,Hyderabad,South,Low,655.0,Premium
183,CUST10183,Mumbai,West,High,813.0,Affluent
184,CUST10184,Bangalore,South,Medium,751.0,Mass
185,CUST10185,Mumbai,West,Medium,732.0,Mass
186,CUST10186,Kolkata,East,Low,559.0,Mass
187,CUST10187,Kolkata,East,Low,621.0,Mass
188,CUST10188,Delhi NCR,North,Medium,740.0,Mass
189,CUST10189,Kolkata,East,Medium,694.0,Mass
190,CUST10190,Mumbai,West,Medium,747.0,Mass
191,CUST10191,Kolkata,East,Low,703.0,Mass
192,CUST10192,Hyderabad,South,High,831.0,Premium
193,CUST10193,Pune,West,Low,687.0,Mass
194,CUST10194,Delhi NCR,North,Low,637.0,Mass
195,CUST10195,Delhi NCR,North,High,772.0,Mass
196,CUST10196,Kolkata,East,Medium,738.0,Affluent
197,CUST10197,Bangalore,South,Medium,658.0,Mass
198,CUST10198,Delhi NCR,North,High,754.0,Affluent
199,CUST10199,Kolkata,East,Low,677.0,Affluent
200,CUST10200,Mumbai,West,Medium,683.0,Mass
201,CUST10201,Kolkata,East,Low,554.0,Affluent
202,CUST10202,Delhi NCR,North,Medium,723.0,Affluent
203,CUST10203,Bangalore,South,Medium,704.0,Affluent
204,CUST10204,Bangalore,South,Low,714.0,Affluent
205,CUST10205,Bangalore,South,Medium,657.0,Affluent
206,CUST10206,Pune,West,Low,581.0,Premium
207,CUST10207,Kolkata,East,Medium,759.0,Affluent
208,CUST10208,Hyderabad,South,High,828.0,Affluent
209,CUST10209,Hyderabad,South,Medium,715.0,Premium
210,CUST10210,Hyderabad,South,Medium,663.0,Affluent
211,CUST10211,Pune,West,High,735.0,Mass
212,CUST10212,Bangalore,South,Low,614.0,Mass
213,CUST10213,Delhi NCR,North,Medium,694.0,Affluent
214,CUST10214,Hyderabad,South,Low,689.0,Mass
215,CUST10215,Hyderabad,South,Medium,738.0,Mass
216,CUST10216,Pune,West,Low,622.0,Affluent
217,CUST10217,Delhi NCR,North,Low,607.0,Mass
218,CUST10218,Kolkata,East,Low,642.0,Mass
219,CUST10219,Hyderabad,South,Medium,766.0,Affluent
220,CUST10220,Hyderabad,South,Low,636.0,Mass
221,CUST10221,Mumbai,West,Low,683.0,Mass
222,CUST10222,Kolkata,East,High,745.0,Mass
223,CUST10223,Bangalore,South,Medium,658.0,Mass
224,CUST10224,Delhi NCR,North,Medium,708.0,Mass
225,CUST10225,Kolkata,East,High,845.0,Affluent
226,CUST10226,Kolkata,East,High,765.0,Affluent
227,CUST10227,Mumbai,West,Medium,723.0,Affluent
228,CUST10228,Hyderabad,South,Low,700.0,Affluent
229,CUST10229,Kolkata,East,Low,702.0,Affluent
230,CUST10230,Bangalore,South,Medium,748.0,Mass
231,CUST10231,Kolkata,East,Medium,712.0,Affluent
232,CUST10232,Pune,West,Medium,711.0,Mass
233,CUST10233,Delhi NCR,North,Medium,731.0,Mass
234,CUST10234,Bangalore,South,Medium,771.0,Affluent
235,CUST10235,Kolkata,East,High,833.0,Mass
236,CUST10236,Pune,West,Medium,667.0,Affluent
237,CUST10237,Kolkata,East,High,831.0,Mass
238,CUST10238,Delhi NCR,North,Medium,670.0,Affluent
239,CUST10239,Delhi NCR,North,High,794.0,Mass
240,CUST10240,Pune,West,Low,584.0,Affluent
241,CUST10241,Pune,West,High,805.0,Mass
242,CUST10242,Pune,West,Medium,735.0,Mass
243,CUST10243,Pune,West,Low,667.0,Affluent
244,CUST10244,Delhi NCR,North,Medium,685.0,Mass
245,CUST10245,Hyderabad,South,Medium,747.0,Mass
246,CUST10246,Bangalore,South,Low,709.0,Premium
247,CUST10247,Hyderabad,South,Medium,772.0,Mass
248,CUST10248,Kolkata,East,Medium,684.0,Mass
249,CUST10249,Mumbai,West,Low,581.0,Affluent
250,CUST10250,Mumbai,West,Medium,715.0,Mass
251,CUST10251,Delhi NCR,North,Medium,756.0,Mass
252,CUST10252,Kolkata,East,Low,571.0,Mass
253,CUST10253,Bangalore,South,Medium,677.0,Mass
254,CUST10254,Bangalore,South,High,730.0,Affluent
255,CUST10255,Kolkata,East,Medium,653.0,Mass
256,CUST10256,Pune,West,Medium,717.0,Mass
257,CUST10257,Pune,West,High,843.0,Mass
258,CUST10258,Delhi NCR,North,Low,673.0,Affluent
259,CUST10259,Pune,West,High,820.0,Mass
260,CUST10260,Hyderabad,South,Low,708.0,Affluent
261,CUST10261,Bangalore,South,High,731.0,Mass
262,CUST10262,Bangalore,South,Low,668.0,Mass
263,CUST10263,Delhi NCR,North,Medium,705.0,Mass
264,CUST10264,Bangalore,South,Low,633.0,Premium
265,CUST10265,Delhi NCR,North,High,834.0,Mass
266,CUST10266,Pune,West,Medium,714.0,Mass
267,CUST10267,Pune,West,Medium,735.0,Mass
268,CUST10268,Kolkata,East,High,772.0,Mass
269,CUST10269,Pune,West,Low,715.0,Mass
270,CUST10270,Kolkata,East,Medium,650.0,Mass
271,CUST10271,Hyderabad,South,High,766.0,Mass
272,CUST10272,Kolkata,East,Low,571.0,Affluent
273,CUST10273,Pune,West,High,843.0,Mass
274,CUST10274,Bangalore,South,High,825.0,Mass
275,CUST10275,Kolkata,East,Medium,719.0,Affluent
276,CUST10276,Hyderabad,South,Low,573.0,Affluent
277,CUST10277,Hyderabad,South,Low,624.0,Premium
278,CUST10278,Delhi NCR,North,Low,718.0,Mass
279,CUST10279,Delhi NCR,North,Medium,705.0,Affluent
280,CUST10280,Delhi NCR,North,Low,696.0,Mass
281,CUST10281,Bangalore,South,Medium,733.0,Affluent
282,CUST10282,Kolkata,East,Medium,747.0,Affluent
283,CUST10283,Hyderabad,South,Low,671.0,Affluent
284,CUST10284,Kolkata,East,Medium,777.0,Affluent
285,CUST10285,Delhi NCR,North,Medium,726.0,Mass
286,CUST10286,Hyderabad,South,High,826.0,Mass
287,CUST10287,Pune,West,Medium,696.0,Premium
288,CUST10288,Pune,West,Low,713.0,Mass
289,CUST10289,Kolkata,East,Low,610.0,Mass
290,CUST10290,Mumbai,West,Medium,762.0,Mass
291,CUST10291,Bangalore,South,Low,607.0,Mass
292,CUST10292,Kolkata,East,High,801.0,Mass
293,CUST10293,Mumbai,West,Medium,750.0,Affluent
294,CUST10294,Hyderabad,South,Low,716.0,Mass
295,CUST10295,Hyderabad,South,Low,580.0,Mass
296,CUST10296,Mumbai,West,Low,616.0,Mass
297,CUST10297,Mumbai,West,Medium,664.0,Mass
298,CUST10298,Bangalore,South,High,743.0,Mass
299,CUST10299,Delhi NCR,North,Medium,700.0,Mass
300,CUST10300,Pune,West,Medium,713.0,Affluent
301,CUST10301,Kolkata,East,Medium,773.0,Premium
302,CUST10302,Pune,West,High,801.0,Affluent
303,CUST10303,Kolkata,East,Medium,767.0,Mass
304,CUST10304,Hyderabad,South,Medium,726.0,Mass
305,CUST10305,Kolkata,East,Medium,659.0,Affluent
306,CUST10306,Hyderabad,South,Low,700.0,Mass
307,CUST10307,Kolkata,East,Low,574.0,Affluent
308,CUST10308,Bangalore,South,Low,672.0,Mass
309,CUST10309,Mumbai,West,Low,613.0,Mass
310,CUST10310,Delhi NCR,North,Medium,704.0,Affluent
311,CUST10311,Delhi NCR,North,Low,670.0,Mass
312,CUST10312,Bangalore,South,Medium,713.0,Mass
313,CUST10313,Hyderabad,South,Medium,723.0,Affluent
314,CUST10314,Mumbai,West,Low,584.0,Mass
315,CUST10315,Pune,West,Medium,718.0,Mass
316,CUST10316,Delhi NCR,North,Medium,666.0,Affluent
317,CUST10317,Pune,West,Medium,671.0,Affluent
318,CUST10318,Hyderabad,South,Medium,743.0,Premium
319,CUST10319,Bangalore,South,Medium,706.0,Mass
320,CUST10320,Pune,West,Low,689.0,Affluent
321,CUST10321,Bangalore,South,Medium,761.0,Affluent
322,CUST10322,Delhi NCR,North,Low,587.0,Affluent
323,CUST10323,Kolkata,East,Medium,707.0,Affluent
324,CUST10324,Delhi NCR,North,Low,662.0,Mass
325,CUST10325,Kolkata,East,Medium,699.0,Mass
326,CUST10326,Bangalore,South,High,824.0,Mass
327,CUST10327,Bangalore,South,Medium,729.0,Mass
328,CUST10328,Pune,West,Medium,742.0,Mass
329,CUST10329,Bangalore,South,Low,683.0,Affluent
330,CUST10330,Delhi NCR,North,Low,581.0,Mass
331,CUST10331,Kolkata,East,High,732.0,Affluent
332,CUST10332,Kolkata,East,Medium,772.0,Premium
333,CUST10333,Bangalore,South,Medium,739.0,Mass
334,CUST10334,Mumbai,West,Medium,678.0,Mass
335,CUST10335,Pune,West,Low,577.0,Mass
336,CUST10336,Mumbai,West,Medium,757.0,Affluent
337,CUST10337,Hyderabad,South,Medium,716.0,Affluent
338,CUST10338,Bangalore,South,Medium,704.0,Mass
339,CUST10339,Hyderabad,South,Medium,759.0,Affluent
340,CUST10340,Hyderabad,South,Low,712.0,Mass
341,CUST10341,Bangalore,South,Low,606.0,Mass
342,CUST10342,Delhi NCR,North,Low,620.0,Mass
343,CUST10343,Pune,West,Medium,700.0,Premium
344,CUST10344,Hyderabad,South,Medium,689.0,Affluent
345,CUST10345,Pune,West,Medium,778.0,Affluent
346,CUST10346,Mumbai,West,Medium,650.0,Mass
347,CUST10347,Delhi NCR,North,Low,690.0,Mass
348,CUST10348,Pune,West,Medium,730.0,Mass
349,CUST10349,Mumbai,West,Low,703.0,Mass
350,CUST10350,Bangalore,South,Low,550.0,Premium
351,CUST10351,Bangalore,South,Medium,656.0,Affluent
352,CUST10352,Kolkata,East,Medium,759.0,Premium
353,CUST10353,Delhi NCR,North,Medium,774.0,Mass
354,CUST10354,Hyderabad,South,Low,646.0,Premium
355,CUST10355,Mumbai,West,Medium,731.0,Affluent
356,CUST10356,Kolkata,East,Low,662.0,Mass
357,CUST10357,Bangalore,South,Medium,749.0,Affluent
358,CUST10358,Hyderabad,South,Low,715.0,Affluent
359,CUST10359,Kolkata,East,Medium,726.0,Mass
360,CUST10360,Kolkata,East,Medium,738.0,Affluent
361,CUST10361,Pune,West,High,782.0,Mass
362,CUST10362,Mumbai,West,Medium,714.0,Affluent
363,CUST10363,Bangalore,South,Low,703.0,Affluent
364,CUST10364,Hyderabad,South,Low,694.0,Mass
365,CUST10365,Bangalore,South,Low,672.0,Mass
366,CUST10366,Hyderabad,South,Medium,690.0,Mass
367,CUST10367,Mumbai,West,Low,681.0,Mass
368,CUST10368,Hyderabad,South,Medium,668.0,Mass
369,CUST10369,Kolkata,East,Low,694.0,Mass
370,CUST10370,Kolkata,East,Medium,706.0,Mass
371,CUST10371,Delhi NCR,North,Medium,660.0,Affluent
372,CUST10372,Pune,West,Medium,732.0,Premium
373,CUST10373,Kolkata,East,Low,579.0,Mass
374,CUST10374,Hyderabad,South,Low,643.0,Mass
375,CUST10375,Bangalore,South,Low,567.0,Affluent
376,CUST10376,Kolkata,East,Low,597.0,Mass
377,CUST10377,Bangalore,South,Medium,770.0,Affluent
378,CUST10378,Mumbai,West,High,779.0,Mass
379,CUST10379,Delhi NCR,North,High,824.0,Premium
380,CUST10380,Bangalore,South,Low,599.0,Mass
381,CUST10381,Pune,West,Low,630.0,Premium
382,CUST10382,Kolkata,East,Medium,751.0,Mass
383,CUST10383,Delhi NCR,North,Medium,680.0,Affluent
384,CUST10384,Kolkata,East,Medium,775.0,Mass
385,CUST10385,Kolkata,East,Medium,770.0,Affluent
386,CUST10386,Kolkata,East,Medium,771.0,Mass
387,CUST10387,Delhi NCR,North,Medium,713.0,Premium
388,CUST10388,Mumbai,West,Medium,706.0,Mass
389,CUST10389,Kolkata,East,Medium,713.0,Mass
390,CUST10390,Hyderabad,South,High,847.0,Mass
391,CUST10391,Pune,West,Medium,733.0,Mass
392,CUST10392,Bangalore,South,High,734.0,Affluent
393,CUST10393,Pune,West,Medium,743.0,Mass
394,CUST10394,Pune,West,Low,703.0,Affluent
395,CUST10395,Hyderabad,South,Low,556.0,Affluent
396,CUST10396,Pune,West,Low,706.0,Premium
397,CUST10397,Delhi NCR,North,Medium,687.0,Affluent
398,CUST10398,Hyderabad,South,Low,590.0,Mass
399,CUST10399,Bangalore,South,Low,635.0,Mass
400,CUST10400,Kolkata,East,Low,639.0,Mass
401,CUST10401,Hyderabad,South,Medium,763.0,Mass
402,CUST10402,Bangalore,South,Low,663.0,Mass
403,CUST10403,Delhi NCR,North,Low,691.0,Affluent
404,CUST10404,Mumbai,West,Medium,767.0,Mass
405,CUST10405,Pune,West,Low,678.0,Mass
406,CUST10406,Bangalore,South,Low,630.0,Mass
407,CUST10407,Delhi NCR,North,Medium,743.0,Affluent
408,CUST10408,Delhi NCR,North,Medium,772.0,Mass
409,CUST10409,Delhi NCR,North,Medium,744.0,Mass
410,CUST10410,Mumbai,West,Medium,656.0,Affluent
411,CUST10411,Bangalore,South,Low,561.0,Mass
412,CUST10412,Hyderabad,South,Medium,666.0,Mass
413,CUST10413,Delhi NCR,North,Medium,712.0,Mass
414,CUST10414,Kolkata,East,Medium,696.0,Mass
415,CUST10415,Hyderabad,South,High,805.0,Mass
416,CUST10416,Delhi NCR,North,Medium,689.0,Affluent
417,CUST10417,Mumbai,West,Low,696.0,Premium
418,CUST10418,Delhi NCR,North,Low,576.0,Mass
419,CUST10419,Hyderabad,South,Low,659.0,Affluent
420,CUST10420,Pune,West,Low,685.0,Mass
421,CUST10421,Bangalore,South,Medium,716.0,Mass
422,CUST10422,Pune,West,High,828.0,Mass
423,CUST10423,Kolkata,East,High,761.0,Mass
424,CUST10424,Delhi NCR,North,Medium,755.0,Mass
425,CUST10425,Mumbai,West,High,815.0,Mass
426,CUST10426,Bangalore,South,Medium,712.0,Mass
427,CUST10427,Pune,West,High,794.0,Affluent
428,CUST10428,Mumbai,West,High,833.0,Mass
429,CUST10429,Hyderabad,South,High,723.0,Mass
430,CUST10430,Bangalore,South,Low,686.0,Mass
431,CUST10431,Pune,West,Medium,666.0,Mass
432,CUST10432,Mumbai,West,Medium,733.0,Premium
433,CUST10433,Kolkata,East,Medium,774.0,Mass
434,CUST10434,Kolkata,East,Low,670.0,Mass
435,CUST10435,Pune,West,Low,589.0,Mass
436,CUST10436,Bangalore,South,High,793.0,Mass
437,CUST10437,Mumbai,West,Low,627.0,Affluent
438,CUST10438,Kolkata,East,Low,553.0,Mass
439,CUST10439,Kolkata,East,Medium,679.0,Mass
440,CUST10440,Mumbai,West,Low,647.0,Mass
441,CUST10441,Hyderabad,South,Low,554.0,Affluent
442,CUST10442,Pune,West,Low,641.0,Affluent
443,CUST10443,Mumbai,West,Low,629.0,Affluent
444,CUST10444,Bangalore,South,Medium,685.0,Mass
445,CUST10445,Delhi NCR,North,Medium,659.0,Mass
446,CUST10446,Pune,West,Low,628.0,Affluent
447,CUST10447,Kolkata,East,Low,639.0,Mass
448,CUST10448,Pune,West,Medium,779.0,Affluent
449,CUST10449,Mumbai,West,High,820.0,Mass
450,CUST10450,Delhi NCR,North,Medium,774.0,Mass
451,CUST10451,Delhi NCR,North,High,803.0,Mass
452,CUST10452,Kolkata,East,High,729.0,Mass
453,CUST10453,Kolkata,East,Medium,666.0,Mass
454,CUST10454,Bangalore,South,High,786.0,Affluent
455,CUST10455,Bangalore,South,Medium,754.0,Affluent
456,CUST10456,Hyderabad,South,Medium,659.0,Affluent
457,CUST10457,Mumbai,West,Medium,704.0,Mass
458,CUST10458,Kolkata,East,High,724.0,Affluent
459,CUST10459,Bangalore,South,Medium,756.0,Affluent
460,CUST10460,Hyderabad,South,Medium,676.0,Affluent
461,CUST10461,Bangalore,South,Low,578.0,Mass
462,CUST10462,Pune,West,Medium,778.0,Mass
463,CUST10463,Hyderabad,South,Low,553.0,Mass
464,CUST10464,Kolkata,East,Medium,751.0,Mass
465,CUST10465,Hyderabad,South,High,746.0,Premium
466,CUST10466,Delhi NCR,North,High,795.0,Mass
467,CUST10467,Hyderabad,South,Medium,674.0,Affluent
468,CUST10468,Bangalore,South,Low,633.0,Mass
469,CUST10469,Bangalore,South,High,759.0,Mass
470,CUST10470,Bangalore,South,Medium,739.0,Mass
471,CUST10471,Delhi NCR,North,Medium,753.0,Mass
472,CUST10472,Kolkata,East,Medium,691.0,Mass
473,CUST10473,Kolkata,East,Low,713.0,Mass
474,CUST10474,Kolkata,East,High,813.0,Mass
475,CUST10475,Mumbai,West,Medium,779.0,Affluent
476,CUST10476,Kolkata,East,Medium,709.0,Mass
477,CUST10477,Pune,West,Low,676.0,Affluent
478,CUST10478,Mumbai,West,High,791.0,Mass
479,CUST10479,Delhi NCR,North,Low,571.0,Premium
480,CUST10480,Bangalore,South,High,834.0,Affluent
481,CUST10481,Mumbai,West,High,787.0,Mass
482,CUST10482,Bangalore,South,Medium,760.0,Mass
483,CUST10483,Bangalore,South,Low,718.0,Mass
484,CUST10484,Kolkata,East,Medium,756.0,Mass
485,CUST10485,Pune,West,Medium,744.0,Affluent
486,CUST10486,Bangalore,South,Low,696.0,Affluent
487,CUST10487,Mumbai,West,High,838.0,Premium
488,CUST10488,Kolkata,East,Low,674.0,Mass
489,CUST10489,Hyderabad,South,Low,690.0,Affluent
490,CUST10490,Delhi NCR,North,Medium,733.0,Mass
491,CUST10491,Pune,West,Low,671.0,Affluent
492,CUST10492,Pune,West,Medium,774.0,Affluent
493,CUST10493,Bangalore,South,Medium,761.0,Mass
494,CUST10494,Bangalore,South,High,720.0,Affluent
495,CUST10495,Delhi NCR,North,Medium,740.0,Mass
496,CUST10496,Delhi NCR,North,Low,637.0,Mass
497,CUST10497,Hyderabad,South,Low,660.0,Mass
